stream_id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,channel_url,ingestion_time,PRIMARY_KEY
42674639001,59336873,fnxLNTC,516575,live,🟢LIVE ON !!! RUMO AO RADIANT! FT @frttt   !livepix,4530,2024-06-03T02:34:54Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_fnxlntc-{width}x{height}.jpg,https://www.twitch.tv/fnxLNTC,2024-06-03T02:56:32.117069,42674639001_59336873
41343217735,1057785822,MichiMochievee,509658,live,🔴HELLO!! SO THIS HAS BEEN AN INSANE DAY-| !tts !merch !game !modpack !discord,4429,2024-06-03T03:59:34Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_michimochievee-{width}x{height}.jpg,https://www.twitch.tv/MichiMochievee,2024-06-03T02:56:32.117069,41343217735_1057785822
51234962205,84316241,PENTA,32982,live,PurpleRP | Mike block but im sleepy,4312,2024-06-02T21:18:22Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_penta-{width}x{height}.jpg,https://www.twitch.tv/PENTA,2024-06-03T02:56:32.117069,51234962205_84316241
51236722413,469793900,Kxpture,512710,live,REBIRTH FUN TIME,4279,2024-06-03T01:13:55Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_kxpture-{width}x{height}.jpg,https://www.twitch.tv/Kxpture,2024-06-03T02:56:32.117069,51236722413_469793900
44291713595,12943173,pokelawls,509658,live,ANOTHER DAY! BACK AT IT,4064,2024-06-03T01:03:30Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_pokelawls-{width}x{height}.jpg,https://www.twitch.tv/pokelawls,2024-06-03T02:56:32.117069,44291713595_12943173
42414718648,169185650,robcdee,509658,live,CYCLEATHON 3 | Day 29: Today's goal is Akkeshi ~ 80km away! | 1 sub = 200m / 100 bits = 40m / $1 = 40m | !map !progress !vpn !yt,3926,2024-06-03T00:23:40Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_robcdee-{width}x{height}.jpg,https://www.twitch.tv/robcdee,2024-06-03T02:56:32.117069,42414718648_169185650
51232451229,540056482,shanks_ttv,516575,live,EG SHANKS | WORLD CHAMPION GETTING HIS RADIANT BACK,3834,2024-06-02T16:44:43Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_shanks_ttv-{width}x{height}.jpg,https://www.twitch.tv/shanks_ttv,2024-06-03T02:56:32.117069,51232451229_540056482
51234159357,654049265,stompgoat,460630,live,"[FINALS] $50,000 ROLLER SUNDAY",3760,2024-06-02T19:48:39Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_stompgoat-{width}x{height}.jpg,https://www.twitch.tv/stompgoat,2024-06-03T02:56:32.117069,51234159357_654049265
41343165159,107514872,Rush,21779,live,very serious gameplay,3724,2024-06-03T03:14:44Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_rush-{width}x{height}.jpg,https://www.twitch.tv/Rush,2024-06-03T02:56:32.117069,41343165159_107514872
42414672696,29795919,nl_Kripp,138585,live,BGs! | !IRL !YouTube2 !church | We Made Maple Syrup! https://youtu.be/T3z_0-Zf0dY,3720,2024-06-03T00:02:12Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_nl_kripp-{width}x{height}.jpg,https://www.twitch.tv/nl_Kripp,2024-06-03T02:56:32.117069,42414672696_29795919
51238130125,208945243,DeathNYC,33214,live,Tokens w/ @coldfv1 | !outlaws !twitter !tiktok !instagram !newvid !sub,3657,2024-06-03T04:26:06Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_deathnyc-{width}x{height}.jpg,https://www.twitch.tv/DeathNYC,2024-06-03T02:56:32.117069,51238130125_208945243
51236547565,59635827,supertf,2029972667,live,"unknown adventures lay ahead, yet the result of utter dominance remains on the agenda",3390,2024-06-03T00:49:26Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_supertf-{width}x{height}.jpg,https://www.twitch.tv/supertf,2024-06-03T02:56:32.117069,51236547565_59635827
44291395995,61852275,starsmitten,24241,live,"i am trying my best to not talk much today, drinking honey lemon ginger tea, gargled saline solution, pls sickness leave my body",3211,2024-06-03T00:15:40Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_starsmitten-{width}x{height}.jpg,https://www.twitch.tv/starsmitten,2024-06-03T02:56:32.117069,44291395995_61852275
42414345432,1091780925,Buxexa_NX,29452,live,BUXEXA AO VIVO | !drip !monro,3134,2024-06-02T21:14:19Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_buxexa_nx-{width}x{height}.jpg,https://www.twitch.tv/Buxexa_NX,2024-06-03T02:56:32.117069,42414345432_1091780925
51233136541,29249710,SkyshockTV,509658,live,🇲🇽 ELECCIONES 🇲🇽 EN 🇲🇽 MÉXICO 🇲🇽 COBERTURA 🇲🇽 TOTAL 🇲🇽 DEL DÍA 🇲🇽 ELECTORAL 🇲🇽 VAMOS 🇲🇽 A VER 🇲🇽 EL MUNDO 🇲🇽 ARDER 🇲,3128,2024-06-02T17:49:51Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_skyshocktv-{width}x{height}.jpg,https://www.twitch.tv/SkyshockTV,2024-06-03T02:56:32.117069,51233136541_29249710
42414345400,1092907256,HUDSON_NP,29452,live,Hudson Amorim | FREE FIRE,3110,2024-06-02T21:14:18Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_hudson_np-{width}x{height}.jpg,https://www.twitch.tv/HUDSON_NP,2024-06-03T02:56:32.117069,42414345400_1092907256
41343164887,15027034,嬌兔,66082,live,休閒,3021,2024-06-03T03:14:31Z,zh,https://static-cdn.jtvnw.net/previews-ttv/live_user_zrush-{width}x{height}.jpg,https://www.twitch.tv/嬌兔,2024-06-03T02:56:32.117069,41343164887_15027034
51231442317,89792305,mirrormantf,950189725,live,GRAND FINALS RISE OF MULTIVERSUS 1500 PLAYER 1v1 TOURNAMENT,2989,2024-06-02T13:49:32Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_mirrormantf-{width}x{height}.jpg,https://www.twitch.tv/mirrormantf,2024-06-03T02:56:32.117069,51231442317_89792305
51234130509,24124090,DatModz,515024,live,[HARDCORE] !Barb Build Upgrades + Rank 1 Pit Push - Giftcard Giveaway's | !2Elixirs !Leap !Rogue !Sorc !Bug,2968,2024-06-02T19:44:52Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_datmodz-{width}x{height}.jpg,https://www.twitch.tv/DatModz,2024-06-03T02:56:32.117069,51234130509_24124090
44291591243,108544855,loud_caiox,509658,live,palavra de homem não faz curva +18,2960,2024-06-03T00:46:33Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_loud_caiox-{width}x{height}.jpg,https://www.twitch.tv/loud_caiox,2024-06-03T02:56:32.117069,44291591243_108544855
51238195101,40754777,masondota2,29595,live,RANKED GOD 12K MMR INC,2908,2024-06-03T04:38:23Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_masondota2-{width}x{height}.jpg,https://www.twitch.tv/masondota2,2024-06-03T02:56:32.117069,51238195101_40754777
42414694408,167189231,Staryuuki,509658,live,⭐ VIENDO TIKTOKS QUE ME PASA EL CHAT ⭐ !VIP,2761,2024-06-03T00:11:58Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_staryuuki-{width}x{height}.jpg,https://www.twitch.tv/Staryuuki,2024-06-03T02:56:32.117069,42414694408_167189231
51237979997,159840667,CRACKHEBER,143106037,live,[8-0] NOCHE DE TOTS ULTIMATE EL MAS IMPORTANTE DEL AÑO,2738,2024-06-03T04:00:34Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_crackheber-{width}x{height}.jpg,https://www.twitch.tv/CRACKHEBER,2024-06-03T02:56:32.117069,51237979997_159840667
51237096637,46865623,Thiefs,33214,live,Zero Build Duos | !newvid,2725,2024-06-03T02:04:28Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_thiefs-{width}x{height}.jpg,https://www.twitch.tv/Thiefs,2024-06-03T02:56:32.117069,51237096637_46865623
42411609640,106159308,GronkhTV,488901,live,[GTV24/7] ✶ 006 - Zu Besuch bei Norbert ✶ #DOSENWURST - Die 24/7 Dauerbeschallung,2682,2024-06-02T11:02:07Z,de,https://static-cdn.jtvnw.net/previews-ttv/live_user_gronkhtv-{width}x{height}.jpg,https://www.twitch.tv/GronkhTV,2024-06-03T02:56:32.117069,42411609640_106159308
42414950552,184634287,Terablade,138585,live,"!wow !pari В 13к на СИНЕЙ ПТИЦЕ, в 11 дота СТАКОМ 👑🎉 | 18+ контент",2622,2024-06-03T03:01:20Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_terablade-{width}x{height}.jpg,https://www.twitch.tv/Terablade,2024-06-03T02:56:32.117069,42414950552_184634287
44291993835,47474524,DizzyKitten,509659,live,Live ASMR! Headphones Recommended | #Factor75Partner | !GamerSupps,2519,2024-06-03T01:48:12Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_dizzykitten-{width}x{height}.jpg,https://www.twitch.tv/DizzyKitten,2024-06-03T02:56:32.117069,44291993835_47474524
51235889005,212682921,BobbyPoffGaming,512710,live,WZ W/ BOBBYPOFF ALL NIGHT,2483,2024-06-02T23:15:51Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_bobbypoffgaming-{width}x{height}.jpg,https://www.twitch.tv/BobbyPoffGaming,2024-06-03T02:56:32.117069,51235889005_212682921
51233629645,79294007,mira,509658,live,!love i want a boifreind <3 dm me at mirasjuice.com meanwhile enjoy rerun,2475,2024-06-02T18:35:20Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_mira-{width}x{height}.jpg,https://www.twitch.tv/mira,2024-06-03T02:56:32.117069,51233629645_79294007
44292679339,160504245,39daph,414976863,live,waltz and jam #ad,2454,2024-06-03T04:48:12Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_39daph-{width}x{height}.jpg,https://www.twitch.tv/39daph,2024-06-03T02:56:32.117069,44292679339_160504245
41343349799,48962167,ボドカさん,780302568,live,ありけんとXDする,2450,2024-06-03T05:34:33Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_vodkavdk-{width}x{height}.jpg,https://www.twitch.tv/ボドカさん,2024-06-03T02:56:32.117069,41343349799_48962167
44292477115,37230996,jawgemo,516575,live,hello 100T VS PRX LATER?  |!yt !discord !ig,2355,2024-06-03T03:42:46Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_jawgemo-{width}x{height}.jpg,https://www.twitch.tv/jawgemo,2024-06-03T02:56:32.117069,44292477115_37230996
44292491403,107536229,Aurateur,511399,live,Super Mario Maker 2 -> Another Crab's Treasure,2340,2024-06-03T03:47:25Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_aurateur-{width}x{height}.jpg,https://www.twitch.tv/Aurateur,2024-06-03T02:56:32.117069,44292491403_107536229
44291175867,159143377,stankRat,491931,live,SOLO !EVENT RATTING | !VPN,2310,2024-06-02T23:44:12Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_stankrat-{width}x{height}.jpg,https://www.twitch.tv/stankRat,2024-06-03T02:56:32.117069,44291175867_159143377
42671724521,7601562,Chess,743,live,GUINNESS WORLD RECORDS ATTEMPT FOR LONGEST CHESS MARATHON! 60+ HOURS TO GO!!! ft. ASKILD & ODIN,2261,2024-06-02T06:50:06Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_chess-{width}x{height}.jpg,https://www.twitch.tv/Chess,2024-06-03T02:56:32.117069,42671724521_7601562
42414794328,189795522,limitlessqt,29595,live,DAY 11 (DAY 1 (START) 9300 -> NOW 10500) POS 3 / 7.36  ИГРАЮ НА ИМБЕ / ВЫШЕЛ СО СМУРФПУЛА /  СБОРКИ  https://t.me/limitlessqt,2220,2024-06-03T01:02:13Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_limitlessqt-{width}x{height}.jpg,https://www.twitch.tv/limitlessqt,2024-06-03T02:56:32.117069,42414794328_189795522
42414421864,115659124,Sanchovies,21779,live,dead yart got me acting cyberfoolish,2217,2024-06-02T21:55:33Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_sanchovies-{width}x{height}.jpg,https://www.twitch.tv/Sanchovies,2024-06-03T02:56:32.117069,42414421864_115659124
44291730283,712161254,ProperPeach,509658,live,🦉TOKYO🦉DRAMA🦉LONG STRIM🦉NIGHT OWL🦉OOOOO🦉OOOOO🦉CLICK🦉TUNE IN🦉BING BONG🦉BEST REACTOR🦉BEST VIDEOS🦉BEST GAMER🦉BEST GAMES🦉 !socials,2171,2024-06-03T01:06:27Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_properpeach-{width}x{height}.jpg,https://www.twitch.tv/ProperPeach,2024-06-03T02:56:32.117069,44291730283_712161254
39280822436,156571999,Yuzu,497057,live,New Destiny player pls be nice... | !gg,2135,2024-06-03T01:55:38Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_yuzu-{width}x{height}.jpg,https://www.twitch.tv/Yuzu,2024-06-03T02:56:32.117069,39280822436_156571999
42674714489,190181921,Machete_Vilches,498566,live,🔴 QUE LINDOS LOS DOMINGO DE TIMBA en !1x  || !hoy !yt !redes !wins !depositar !retirar,2108,2024-06-03T03:00:14Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_machete_vilches-{width}x{height}.jpg,https://www.twitch.tv/Machete_Vilches,2024-06-03T02:56:32.117069,42674714489_190181921
40712866469,72480716,Tonton,509658,live,ON EST DE RETOUR! PETIT DEBRIEF ET ON GAME || !maxicoffee !machine,2105,2024-06-03T04:50:36Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_tonton-{width}x{height}.jpg,https://www.twitch.tv/Tonton,2024-06-03T02:56:32.117069,40712866469_72480716
51235306957,133896185,SheefGG,491931,live,GOING FOR SNOWBALL ACHIEVEMENT! | !STARFORGE !FACTOR,2062,2024-06-02T21:59:20Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_sheefgg-{width}x{height}.jpg,https://www.twitch.tv/SheefGG,2024-06-03T02:56:32.117069,51235306957_133896185
44290526891,178238725,aircool,509658,live,HAPPY SUNDAY | ROAD TO 10k subs | !newvid,2059,2024-06-02T21:41:14Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_aircool-{width}x{height}.jpg,https://www.twitch.tv/aircool,2024-06-03T02:56:32.117069,44290526891_178238725
42568948670,586142835,Kenji,509658,live,BIG REACT OOWWEEEE,2056,2024-06-03T03:17:47Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_kenji-{width}x{height}.jpg,https://www.twitch.tv/Kenji,2024-06-03T02:56:32.117069,42568948670_586142835
39280807124,598403800,JuniperActias,509658,live,its my bday!! so lets crack some cold ones and throw them at parked cars || this moth is so gone she no longer exists in the akashic records,2021,2024-06-03T01:00:27Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_juniperactias-{width}x{height}.jpg,https://www.twitch.tv/JuniperActias,2024-06-03T02:56:32.117069,39280807124_598403800
42672333673,181077473,Gaules,509549,live,Rerun: Mula's Party - !Sorteio - Siga Gaules nas redes sociais!,2021,2024-06-02T14:22:37Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_gaules-{width}x{height}.jpg,https://www.twitch.tv/Gaules,2024-06-03T02:56:32.117069,42672333673_181077473
51237627197,56399221,Viper,21779,live,ADC bronze to challenger !plus !youtube,1999,2024-06-03T03:10:07Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_viper-{width}x{height}.jpg,https://www.twitch.tv/Viper,2024-06-03T02:56:32.117069,51237627197_56399221
44290971435,57993352,SoyPan,516575,live,RADIANTE ALERGICO A GANAR UNA RANKED UWU !YT !IG !FB || Twitter/Ig: SoyPan__,1969,2024-06-02T23:08:19Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_soypan-{width}x{height}.jpg,https://www.twitch.tv/SoyPan,2024-06-03T02:56:32.117069,44290971435_57993352
44292530891,702432427,twaimzzz,66410,live,SUPER SECRET STREAM SHHHHHHHHH,1957,2024-06-03T04:00:11Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_twaimzzz-{width}x{height}.jpg,https://www.twitch.tv/twaimzzz,2024-06-03T02:56:32.117069,44292530891_702432427
40711594533,798314399,TumbluWaitingRoom,509658,live,🟣LO-FI RADIO🟣per dormire😴rilassarsi🎧o studiare📚tutto in compagnia😊della STALLA🐴| !stream !discord !song !playlist !7tv !t,1955,2024-06-02T17:32:43Z,it,https://static-cdn.jtvnw.net/previews-ttv/live_user_tumbluwaitingroom-{width}x{height}.jpg,https://www.twitch.tv/TumbluWaitingRoom,2024-06-03T02:56:32.117069,40711594533_798314399
40711694709,56040562,xTheSolutionTV,138585,live,HEARTHSTONE MIT KROKO ! | !xdefiant !holzkern !steelseries !tulpar #werbung,1951,2024-06-02T18:05:43Z,de,https://static-cdn.jtvnw.net/previews-ttv/live_user_xthesolutiontv-{width}x{height}.jpg,https://www.twitch.tv/xTheSolutionTV,2024-06-03T02:56:32.117069,40711694709_56040562
44291810603,687186861,DeshaeFrost,509658,live,🚨CHILL DESKTOP STREAM | PULL UP RIGHT NOW!!!🚨,1941,2024-06-03T01:18:31Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_deshaefrost-{width}x{height}.jpg,https://www.twitch.tv/DeshaeFrost,2024-06-03T02:56:32.117069,44291810603_687186861
44292420395,107322698,Dropped,511224,live,Usual Late night // twitter: @Dropped,1929,2024-06-03T03:25:25Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_dropped-{width}x{height}.jpg,https://www.twitch.tv/Dropped,2024-06-03T02:56:32.117069,44292420395_107322698
41343206455,882546504,WDGJAPAN_OW,515025,live,[Drops] Rebroadcast | Overwatch Champions Series Dallas Major (OWCS DALLAS MAJOR) Day 3,1883,2024-06-03T03:50:22Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_wdgjapan_ow-{width}x{height}.jpg,https://www.twitch.tv/WDGJAPAN_OW,2024-06-03T02:56:32.117069,41343206455_882546504
44291660763,114942381,coopertv,32399,live,😶‍🌫️IT REALLY HAPPENED!! dallas recap / reacts etc😶‍🌫️,1881,2024-06-03T00:57:39Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_coopertv-{width}x{height}.jpg,https://www.twitch.tv/coopertv,2024-06-03T02:56:32.117069,44291660763_114942381
51238149021,1064962856,caseoh_streamss,509658,live,🟨LOSING MY MIND🟨 @caseoh_ WAITING ROOM🟨DO NOT SUB HERE🟨,1859,2024-06-03T04:29:35Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_caseoh_streamss-{width}x{height}.jpg,https://www.twitch.tv/caseoh_streamss,2024-06-03T02:56:32.117069,51238149021_1064962856
51235010909,183246771,RockstarCR,491168,live,FINAL DE TEMPORADA!! PROS TOP 1! ESPECIAL 200K SEGUIDORES!! 🥇 CLASH ROYALE,1850,2024-06-02T21:24:28Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_rockstarcr-{width}x{height}.jpg,https://www.twitch.tv/RockstarCR,2024-06-03T02:56:32.117069,51235010909_183246771
44292548923,234973404,waterlynn,509658,live,IRL China 🇨🇳 Guiyang 贵阳 | Getting our feet wet  !trip,1845,2024-06-03T04:05:22Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_waterlynn-{width}x{height}.jpg,https://www.twitch.tv/waterlynn,2024-06-03T02:56:32.117069,44292548923_234973404
44292073899,11897156,roflgator,21779,live,MASTER SPEEDRUN FROM GOLD CURRENTLY EMERALD 2,1840,2024-06-03T02:01:30Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_roflgator-{width}x{height}.jpg,https://www.twitch.tv/roflgator,2024-06-03T02:56:32.117069,44292073899_11897156
51238155597,1076747193,jynxziswaiting,460630,live,Jynxzi watch party! THIS IS A FAN PAGE DO NOT SUB HERE,1804,2024-06-03T04:30:44Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_jynxziswaiting-{width}x{height}.jpg,https://www.twitch.tv/jynxziswaiting,2024-06-03T02:56:32.117069,51238155597_1076747193
44290026299,32405560,DivaJilly,32982,live,Siobhan Thoroughbred | NoPixel WL | Conspiracy Theory,1795,2024-06-02T19:30:50Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_divajilly-{width}x{height}.jpg,https://www.twitch.tv/DivaJilly,2024-06-03T02:56:32.117069,44290026299_32405560
44291295755,54989347,Fairlight_Excalibur,1913410799,live,THAT'S GOIN IN THE BOOK | Malakai Makaisson (Very Hard),1785,2024-06-03T00:01:57Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_fairlight_excalibur-{width}x{height}.jpg,https://www.twitch.tv/Fairlight_Excalibur,2024-06-03T02:56:32.117069,44291295755_54989347
40712826101,467031116,enzzai,509658,live,1408 7:42,1758,2024-06-03T03:35:34Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_enzzai-{width}x{height}.jpg,https://www.twitch.tv/enzzai,2024-06-03T02:56:32.117069,40712826101_467031116
40712798085,838371041,KybaSlots,498566,live,#1 Slot Streamer in Canada | 18+ | HighRoller & BONUSHUNTS!,1746,2024-06-03T02:39:41Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_kybaslots-{width}x{height}.jpg,https://www.twitch.tv/KybaSlots,2024-06-03T02:56:32.117069,40712798085_838371041
